npz_path,class_id,class_name,split,surface_area,bbox_volume,bbox_diag,bbox_dx,bbox_dy,bbox_dz
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/monitor/train/monitor_0402.npz,22,monitor,train,95886136.0,72047198208.0,7624.2060546875,2900.93994140625,5086.3779296875,4882.80908203125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/laptop/train/laptop_0063.npz,20,laptop,train,229429376.0,486671253504.0,14413.8984375,9428.349609375,9428.349609375,5474.75
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bed/train/bed_0375.npz,2,bed,train,594788544.0,190927405056.0,11568.7646484375,6821.10009765625,8783.74609375,3186.64794921875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/plant/train/plant_0078.npz,26,plant,train,307.30340576171875,0.0,37.510040283203125,25.135000228881836,0.0,27.843040466308594
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0214.npz,0,airplane,train,98490264.0,261420498944.0,15193.6865234375,9266.4599609375,11801.099609375,2390.580078125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/lamp/train/lamp_0075.npz,19,lamp,train,69068728.0,183595057152.0,12542.2412109375,6894.60009765625,2625.346923828125,10142.970703125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/tv_stand/train/tv_stand_0118.npz,36,tv_stand,train,1273330432.0,532903297024.0,22822.76171875,5714.154296875,21672.80078125,4303.10009765625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0013.npz,7,car,train,4663516160.0,9447410761728.0,46930.03515625,19551.099609375,41003.69921875,11784.7001953125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0118.npz,7,car,train,52274733056.0,223287648976896.0,130452.640625,47745.76953125,114298.4765625,40915.640625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/lamp/train/lamp_0116.npz,19,lamp,train,100038713344.0,1.49448487337984e+16,543512.8125,278232.6875,118970.703125,451485.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/piano/train/piano_0005.npz,25,piano,train,18221740032.0,60892305686528.0,75116.5234375,53910.625,24416.55078125,46259.80078125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/tv_stand/train/tv_stand_0131.npz,36,tv_stand,train,919968320.0,833462796288.0,22893.283203125,20880.0,5040.0,7920.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0142.npz,7,car,train,1203948544.0,333833633792.0,15330.193359375,6307.64013671875,13402.8095703125,3948.820068359375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0159.npz,7,car,train,705970880.0,1198054703104.0,26182.33984375,8020.47021484375,24143.5,6186.9501953125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0425.npz,0,airplane,train,53371056.0,81030635520.0,10608.9619140625,8710.6103515625,5842.99853515625,1592.0799560546875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/person/train/person_0058.npz,24,person,train,880.6539306640625,0.0,70.27405548095703,23.932449340820312,0.0,66.07330322265625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0453.npz,0,airplane,train,975290176.0,10960415752192.0,47804.0703125,30416.599609375,35450.51171875,10164.68359375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/lamp/train/lamp_0067.npz,19,lamp,train,144364617728.0,3.434547692909363e+16,656924.0625,514734.0,182849.0,364917.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/toilet/train/toilet_0275.npz,35,toilet,train,270728832.0,108818071552.0,8493.421875,3767.179931640625,5169.490234375,5587.75
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/keyboard/train/keyboard_0080.npz,18,keyboard,train,3684924653568.0,1.00663948835029e+17,1914704.375,1805480.0,631296.0,88317.796875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0076.npz,8,chair,train,295239168.0,318561419264.0,12585.4794921875,5570.18017578125,5972.2998046875,9575.9599609375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/curtain/train/curtain_0054.npz,11,curtain,train,132525.46875,0.0,400.65252685546875,354.33099365234375,0.0,187.00799560546875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0474.npz,8,chair,train,1209729536.0,12022831906816.0,41287.32421875,19212.599609375,20850.109375,30013.19921875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/plant/train/plant_0044.npz,26,plant,train,27322.142578125,0.0,259.0176086425781,136.352294921875,0.0,220.22300720214844
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/monitor/train/monitor_0159.npz,22,monitor,train,446561632.0,351260540928.0,12603.234375,5571.44580078125,8620.349609375,7313.68994140625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/sofa/train/sofa_0594.npz,30,sofa,train,2855658240.0,5539771711488.0,36517.68359375,14566.8603515625,31187.400390625,12194.015625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/door/train/door_0016.npz,13,door,train,225174128.0,106088366080.0,8362.076171875,5109.4462890625,3862.2099609375,5375.98486328125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/toilet/train/toilet_0095.npz,35,toilet,train,131309704.0,51100495872.0,6905.9111328125,2473.34375,4300.748046875,4803.93017578125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/tent/train/tent_0037.npz,34,tent,train,85495799808.0,1071110485442560.0,204924.90625,91718.7265625,169869.296875,68748.203125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0329.npz,0,airplane,train,87464184.0,132230053888.0,10675.9716796875,7245.9521484375,7447.740234375,2450.2490234375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/tv_stand/train/tv_stand_0133.npz,36,tv_stand,train,919968320.0,833462796288.0,22893.283203125,20880.0,5040.0,7920.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/laptop/train/laptop_0138.npz,20,laptop,train,20030842880.0,96757065187328.0,81220.8359375,49784.5,52340.5,37132.19921875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/cone/train/cone_0025.npz,9,cone,train,99732808.0,76355248128.0,7356.74365234375,4347.580078125,4347.580078125,4039.64990234375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0236.npz,0,airplane,train,94390048.0,221781393408.0,13026.603515625,8288.509765625,9660.26953125,2769.8701171875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/cone/train/cone_0099.npz,9,cone,train,28988946432.0,347742027120640.0,122616.0703125,74599.296875,74599.296875,62486.7109375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/plant/train/plant_0073.npz,26,plant,train,1713366144.0,18005654241280.0,49639.78515625,31400.599609375,34717.6015625,16516.623046875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bowl/train/bowl_0019.npz,6,bowl,train,87472360.0,86691856384.0,8763.3232421875,5949.72021484375,5949.72021484375,2448.97998046875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0245.npz,0,airplane,train,1664060800.0,6504493088768.0,46143.953125,33058.19921875,31585.01171875,6229.5
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bed/train/bed_0272.npz,2,bed,train,30826332160.0,200144368697344.0,117693.375,68897.6015625,89763.796875,32362.19921875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0076.npz,7,car,train,375078688.0,120620908544.0,10898.3251953125,9586.0,4262.2099609375,2952.23095703125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0817.npz,8,chair,train,941906240.0,4887338287104.0,29708.3671875,14911.8095703125,17049.490234375,19223.419921875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/person/train/person_0030.npz,24,person,train,20.680030822753906,0.0,8.330886840820312,4.855889797210693,0.0,6.76934289932251
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/piano/train/piano_0044.npz,25,piano,train,571327232.0,295898578944.0,11924.603515625,5985.72021484375,8532.25,5793.7919921875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0029.npz,31,stairs,train,59279580.0,115523395584.0,8466.416015625,5044.97021484375,4468.2451171875,5124.77001953125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/laptop/train/laptop_0124.npz,20,laptop,train,425354944.0,290699575296.0,11713.72265625,7751.2451171875,6895.58984375,5438.77978515625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bed/train/bed_0396.npz,2,bed,train,355566624.0,212229898240.0,11412.14453125,6746.169921875,8410.3896484375,3740.530029296875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0203.npz,0,airplane,train,29058564096.0,1140889342705664.0,229322.0,154758.296875,163079.5,45205.390625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/lamp/train/lamp_0077.npz,19,lamp,train,25166567424.0,2754569222225920.0,333030.25,287088.0,60960.0,157396.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bench/train/bench_0107.npz,3,bench,train,163319248.0,177909497856.0,14039.2451171875,3450.319091796875,13019.6298828125,3960.419921875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/curtain/train/curtain_0066.npz,11,curtain,train,3.2922322082394857e+24,5.956045946476006e+34,1697232191488.0,41396649984.0,1181368975360.0,1217887862784.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/laptop/train/laptop_0102.npz,20,laptop,train,1665496514560.0,2.251097500633006e+17,1070867.125,557898.0625,725230.0,556370.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0137.npz,7,car,train,3029224192.0,2375874248704.0,30102.140625,26750.419921875,11391.3994140625,7796.7890625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0013.npz,0,airplane,train,1294329472.0,11598338981888.0,48767.625,30416.5,36674.41015625,10397.3681640625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0074.npz,31,stairs,train,226824048.0,312456970240.0,13476.3173828125,5272.3701171875,5281.2099609375,11221.5
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/desk/train/desk_0087.npz,12,desk,train,1651480320.0,1804392071168.0,25747.26171875,11185.296875,22001.09765625,7332.27978515625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/person/train/person_0008.npz,24,person,train,14311492608.0,288860038758400.0,137164.6875,67251.5078125,37881.3984375,113386.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/sofa/train/sofa_0240.npz,30,sofa,train,11171848192.0,54670705819648.0,83663.5234375,40640.1015625,70604.1015625,19053.2890625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/door/train/door_0059.npz,13,door,train,587.8602905273438,0.0,36.255882263183594,0.0,19.06100082397461,30.840999603271484
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/sofa/train/sofa_0458.npz,30,sofa,train,1861511424.0,1974454190080.0,24976.10546875,9984.0,20833.0,9492.7197265625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0099.npz,7,car,train,551413632.0,218460061696.0,13058.6015625,11407.7646484375,5158.169921875,3712.580078125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0021.npz,7,car,train,27329820672.0,221061379522560.0,140719.59375,95409.0,100853.0,22973.900390625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bottle/train/bottle_0244.npz,5,bottle,train,183098128.0,49456140288.0,10222.009765625,2256.719970703125,2256.719970703125,9711.01953125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bed/train/bed_0204.npz,2,bed,train,25648345088.0,277610680549376.0,141589.265625,107087.0,87795.296875,29527.599609375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0005.npz,7,car,train,178461168.0,58037796864.0,8835.251953125,3458.06005859375,7843.7998046875,2139.695068359375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0073.npz,31,stairs,train,21024090.0,59201417216.0,6827.76220703125,4199.1201171875,4225.0,3336.929931640625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/sofa/train/sofa_0593.npz,30,sofa,train,198789424.0,173824458752.0,10547.0869140625,6528.0,7480.2998046875,3559.686279296875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0291.npz,8,chair,train,201328928.0,358427754496.0,12864.1630859375,5867.85009765625,6465.7998046875,9447.1396484375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0081.npz,8,chair,train,32211568.0,67559284736.0,7472.10986328125,3198.260009765625,3770.470947265625,5602.419921875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0147.npz,7,car,train,14062905344.0,35687856340992.0,74442.390625,27970.19921875,66244.703125,19260.7734375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/monitor/train/monitor_0345.npz,22,monitor,train,1229914752.0,1258338779136.0,21504.982421875,6140.7001953125,16376.0,12513.2998046875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/laptop/train/laptop_0027.npz,20,laptop,train,3954231296.0,11990700392448.0,40714.203125,21927.400390625,28384.599609375,19265.25
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0093.npz,7,car,train,100937264.0,70936322048.0,9301.74609375,3488.489990234375,8264.3095703125,2460.507080078125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bathtub/train/bathtub_0037.npz,1,bathtub,train,846750080.0,1181951983616.0,24314.810546875,9600.0,21600.0,5700.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/sofa/train/sofa_0080.npz,30,sofa,train,42267185152.0,122936979619840.0,107262.9921875,39713.51171875,94046.5390625,32915.57421875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0014.npz,31,stairs,train,95908504.0,109538844672.0,9112.287109375,4055.7900390625,3718.320068359375,7263.5
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/cup/train/cup_0005.npz,10,cup,train,643563200.0,1408441253888.0,19579.494140625,12653.16015625,10160.6201171875,10955.1796875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bowl/train/bowl_0032.npz,6,bowl,train,264895552.0,133439520768.0,11206.41015625,7768.33984375,7768.33984375,2211.199951171875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0606.npz,0,airplane,train,19444701184.0,210397831364608.0,146131.546875,76356.6015625,122550.203125,22484.3671875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0262.npz,8,chair,train,3044669184.0,17156657905664.0,45111.21484375,24082.80078125,24082.80078125,29581.400390625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0485.npz,8,chair,train,1781466496.0,17161117499392.0,45671.76953125,23718.599609375,22883.80078125,31617.5625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0481.npz,0,airplane,train,112675712.0,151040032768.0,11733.638671875,8465.412109375,7795.97998046875,2288.61767578125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/guitar/train/guitar_0030.npz,17,guitar,train,1709184384.0,1153151139840.0,42613.55078125,40763.69921875,12200.8095703125,2318.590087890625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bed/train/bed_0423.npz,2,bed,train,472058176.0,156934029312.0,10774.1259765625,5826.7578125,8489.08984375,3172.699951171875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0215.npz,8,chair,train,263728944.0,258994618368.0,11491.40625,5256.2001953125,5911.35009765625,8335.509765625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/table/train/table_0071.npz,33,table,train,129982288.0,199065600000.0,10882.3525390625,7200.0,7200.0,3840.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/keyboard/train/keyboard_0005.npz,18,keyboard,train,2212994816.0,255173050368.0,27746.109375,26465.900390625,8248.419921875,1168.9000244140625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/tv_stand/train/tv_stand_0185.npz,36,tv_stand,train,13007881216.0,29325799718912.0,63740.09375,15331.658203125,42996.89453125,44486.03125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0514.npz,8,chair,train,372790432.0,271840509952.0,13008.6787109375,4925.6201171875,5049.22998046875,10930.2001953125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/cone/train/cone_0068.npz,9,cone,train,9518750720.0,97470969282560.0,96061.2109375,78039.203125,50181.0,24889.900390625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/vase/train/vase_0453.npz,37,vase,train,251204704.0,154656931840.0,9374.8505859375,5734.5400390625,5734.5400390625,4702.97021484375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/vase/train/vase_0347.npz,37,vase,train,628894336.0,291337273344.0,15406.0,4573.259765625,4553.89990234375,13989.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/sofa/train/sofa_0201.npz,30,sofa,train,5539632128.0,3666962808832.0,39549.390625,12239.984375,36711.6015625,8160.60498046875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/laptop/train/laptop_0135.npz,20,laptop,train,336976736.0,492799918080.0,15203.90234375,10911.7900390625,9446.41015625,4780.8798828125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bottle/train/bottle_0097.npz,5,bottle,train,5200228122624.0,5.450076072831877e+17,1710314.5,629444.0,585623.1875,1478520.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/piano/train/piano_0069.npz,25,piano,train,649745280.0,384667746304.0,12859.1591796875,5985.72021484375,8532.25,7531.921875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0114.npz,31,stairs,train,83205528.0,75684003840.0,8321.80859375,2400.0,5300.0,5950.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0077.npz,31,stairs,train,63742684.0,65708642304.0,7604.9677734375,2800.139892578125,5797.55859375,4047.60009765625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0625.npz,0,airplane,train,16835775488.0,213095792246784.0,140911.703125,87915.0,107803.1328125,22484.359375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bed/train/bed_0097.npz,2,bed,train,26620643328.0,206980799004672.0,116001.8046875,71026.90625,85078.7734375,34252.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0015.npz,31,stairs,train,541312704.0,1674872881152.0,21257.634765625,15172.900390625,10043.2001953125,10991.099609375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bowl/train/bowl_0043.npz,6,bowl,train,2689017344.0,17080024825856.0,54334.0234375,31156.900390625,42613.921875,12864.2001953125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bed/train/bed_0113.npz,2,bed,train,367619008.0,122952982528.0,10644.625,4852.2998046875,9051.2998046875,2799.5
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/person/train/person_0029.npz,24,person,train,7901681152.0,309073195040768.0,232464.03125,61176.0,22643.0,223124.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/piano/train/piano_0136.npz,25,piano,train,126860722176.0,2347554498936832.0,261722.171875,152298.90625,198116.59375,77803.296875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bed/train/bed_0101.npz,2,bed,train,37754609664.0,200680014872576.0,117618.15625,73400.203125,86267.0390625,31692.900390625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0270.npz,8,chair,train,69746240.0,206749728768.0,10442.65625,5644.259765625,5141.56982421875,7124.2998046875
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0210.npz,0,airplane,train,16042289152.0,234144772653056.0,136524.609375,85513.796875,103055.5234375,26569.109375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/vase/train/vase_0273.npz,37,vase,train,4156237568.0,19331924623360.0,51857.5703125,21435.19921875,21435.19921875,42074.6015625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/laptop/train/laptop_0090.npz,20,laptop,train,167915808.0,238757003264.0,11052.4951171875,7234.3798828125,6803.8798828125,4850.6298828125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0293.npz,0,airplane,train,65287188.0,100694163456.0,9768.046875,7014.43994140625,6419.66015625,2236.1416015625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/airplane/train/airplane_0069.npz,0,airplane,train,238852276224.0,7.613306273529856e+16,800966.875,523722.0,543902.0,267271.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/tv_stand/train/tv_stand_0158.npz,36,tv_stand,train,1016482240.0,440432721920.0,19287.599609375,17912.099609375,5714.14990234375,4303.10009765625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/cone/train/cone_0060.npz,9,cone,train,352107392.0,956742959104.0,37648.39453125,5088.22998046875,5088.18994140625,36954.3203125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/cup/train/cup_0074.npz,10,cup,train,403428224.0,591420719104.0,14933.1708984375,10508.7001953125,7455.9501953125,7548.22021484375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/cone/train/cone_0105.npz,9,cone,train,13785490432.0,414685031563264.0,194710.03125,47644.6015625,47644.6015625,182680.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0064.npz,31,stairs,train,43882900.0,52667117568.0,6545.17919921875,3908.555908203125,3300.1787109375,4083.06005859375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0043.npz,8,chair,train,130576080896.0,6428653361561600.0,335135.34375,139931.0,200243.203125,229429.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/monitor/train/monitor_0431.npz,22,monitor,val,589232960.0,528852680704.0,22463.884765625,2468.813232421875,19409.41015625,11036.5703125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bed/train/bed_0260.npz,2,bed,val,2253826560.0,1287195983872.0,21318.552734375,13575.2001953125,15209.5,6234.240234375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/lamp/train/lamp_0098.npz,19,lamp,val,100039802880.0,1.7315491366305792e+16,552578.125,386540.6875,118970.703125,376530.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0068.npz,7,car,val,1297113472.0,1516930072576.0,26287.9140625,9006.73046875,23647.580078125,7122.16015625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/tv_stand/train/tv_stand_0196.npz,36,tv_stand,val,2024845824.0,1848107335680.0,25612.48046875,22061.44140625,8515.0703125,9837.9599609375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bowl/train/bowl_0061.npz,6,bowl,val,3212395675648.0,5.6330392744597914e+17,1803671.0,1249620.0,1249620.0,360733.8125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/piano/train/piano_0117.npz,25,piano,val,2588077312.0,7145660088320.0,36487.421875,28780.10546875,14536.66015625,17079.900390625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/tv_stand/train/tv_stand_0055.npz,36,tv_stand,val,1854714240.0,496924229632.0,20618.44921875,6288.0,19200.0,4116.009765625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/chair/train/chair_0066.npz,8,chair,val,217396016.0,92521439232.0,8471.90625,3960.0,3540.0,6600.0
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/glass_box/train/glass_box_0112.npz,16,glass_box,val,562429888.0,257466302464.0,12621.6142578125,4344.490234375,10386.2001953125,5705.91015625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/bottle/train/bottle_0242.npz,5,bottle,val,2949590016.0,2292595294208.0,52802.421875,12220.361328125,3661.419921875,51238.19140625
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/monitor/train/monitor_0072.npz,22,monitor,val,2648656640.0,22183185219584.0,50691.9765625,23670.779296875,36970.37890625,25348.80078125
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/stairs/train/stairs_0075.npz,31,stairs,val,343538880.0,194983018496.0,10248.498046875,5027.51416015625,7011.24609375,5531.56787109375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/flower_pot/train/flower_pot_0084.npz,15,flower_pot,val,73401544.0,46479421440.0,6334.76708984375,3285.5,3285.499267578125,4305.83984375
/home/udays/geometric_deep_learning/data/modelnet_surface_bbox/processed/car/train/car_0032.npz,7,car,val,268015104.0,212211548160.0,12753.359375,11091.2099609375,4997.56005859375,3828.530029296875
