npz_path,obj_path,fullId,shape_id,class_name,category,split,solidVolume,surfaceVolume,supportSurfaceArea,aligned_dim_x,aligned_dim_y,aligned_dim_z
data/shapenetsem_regression/processed/Lamp/51b4f0fd600a7cdc580a266ffa083ba4.npz,data/shapenetsem_regression/raw/models-OBJ/models/51b4f0fd600a7cdc580a266ffa083ba4.obj,wss.51b4f0fd600a7cdc580a266ffa083ba4,51b4f0fd600a7cdc580a266ffa083ba4,Lamp,"Lamp,LampPost",train,0.004112,0.001894,0.005728,0.1553404,1.166217,0.1553404
data/shapenetsem_regression/processed/ChestOfDrawers/36bcc4b7555ba93f8fcb925bbfae1af.npz,data/shapenetsem_regression/raw/models-OBJ/models/36bcc4b7555ba93f8fcb925bbfae1af.obj,wss.36bcc4b7555ba93f8fcb925bbfae1af,36bcc4b7555ba93f8fcb925bbfae1af,ChestOfDrawers,"ChestOfDrawers,Dresser",train,0.704472,0.070901,0.002243,1.749872,0.8457715,0.62703747
data/shapenetsem_regression/processed/Piano/6a96d703d058790fa6491c91cd8d7770.npz,data/shapenetsem_regression/raw/models-OBJ/models/6a96d703d058790fa6491c91cd8d7770.obj,wss.6a96d703d058790fa6491c91cd8d7770,6a96d703d058790fa6491c91cd8d7770,Piano,Piano,train,0.225559,0.096639,0.003738,1.8445712,1.1910580400000002,0.8844208
data/shapenetsem_regression/processed/Lamp/297d929269bb62da43fdcbcacbbed64c.npz,data/shapenetsem_regression/raw/models-OBJ/models/297d929269bb62da43fdcbcacbbed64c.obj,wss.297d929269bb62da43fdcbcacbbed64c,297d929269bb62da43fdcbcacbbed64c,Lamp,"Lamp,CeilingLamp",train,0.001141,0.001865,0.004274,0.43202026,0.8724784,0.43202026
data/shapenetsem_regression/processed/Couch/557d878e747fa35db161f36d4e309050.npz,data/shapenetsem_regression/raw/models-OBJ/models/557d878e747fa35db161f36d4e309050.obj,wss.557d878e747fa35db161f36d4e309050,557d878e747fa35db161f36d4e309050,Couch,Couch,train,0.381065,0.126291,0.095956,2.2304982,0.6660522000000001,0.805916
data/shapenetsem_regression/processed/Piano/47aa44d818a406d822d6b12a61cbb9ae.npz,data/shapenetsem_regression/raw/models-OBJ/models/47aa44d818a406d822d6b12a61cbb9ae.obj,wss.47aa44d818a406d822d6b12a61cbb9ae,47aa44d818a406d822d6b12a61cbb9ae,Piano,Piano,train,0.305049,0.126107,0.093107,1.7397472999999999,1.2141339,1.0478638
data/shapenetsem_regression/processed/TV/4f74858a6ec757c4fab31d1a99fa2e.npz,data/shapenetsem_regression/raw/models-OBJ/models/4f74858a6ec757c4fab31d1a99fa2e.obj,wss.4f74858a6ec757c4fab31d1a99fa2e,4f74858a6ec757c4fab31d1a99fa2e,TV,TV,train,0.087001,0.013166,0.105247,0.79650696,0.6186411300000001,0.4462494
data/shapenetsem_regression/processed/Bookcase/586356e8809b6a678d44b95ca8abc7b2.npz,data/shapenetsem_regression/raw/models-OBJ/models/586356e8809b6a678d44b95ca8abc7b2.obj,wss.586356e8809b6a678d44b95ca8abc7b2,586356e8809b6a678d44b95ca8abc7b2,Bookcase,"Bookcase,3Shelves,_StanfordSceneDBModels,_Attributes",train,0.146332,0.101672,0.067032,1.1915694000000001,1.583482,0.41704834
data/shapenetsem_regression/processed/Table/9feefc5eb43adb4fb7db0056a767efc7.npz,data/shapenetsem_regression/raw/models-OBJ/models/9feefc5eb43adb4fb7db0056a767efc7.obj,wss.9feefc5eb43adb4fb7db0056a767efc7,9feefc5eb43adb4fb7db0056a767efc7,Table,"Table,EndTable",train,0.059759,0.007329,0.004517,0.72707924,0.6977605,0.42217556
data/shapenetsem_regression/processed/TrashBin/64fca5cd27943b1cd4d8765e3910f617.npz,data/shapenetsem_regression/raw/models-OBJ/models/64fca5cd27943b1cd4d8765e3910f617.obj,wss.64fca5cd27943b1cd4d8765e3910f617,64fca5cd27943b1cd4d8765e3910f617,TrashBin,TrashBin,train,0.039003,0.009905,0.004426,0.4699973,0.72231255,0.4699973
data/shapenetsem_regression/processed/Bed/5059db423da580655434c907eed264ff.npz,data/shapenetsem_regression/raw/models-OBJ/models/5059db423da580655434c907eed264ff.obj,wss.5059db423da580655434c907eed264ff,5059db423da580655434c907eed264ff,Bed,"Bed,_PilotStudyModels,_AttributesTrain,QueenBed",train,0.87957,0.236104,0.036006,1.49913,1.2573354,2.0310812
data/shapenetsem_regression/processed/Lamp/55e997f2619d371de678940a81b1fee.npz,data/shapenetsem_regression/raw/models-OBJ/models/55e997f2619d371de678940a81b1fee.obj,wss.55e997f2619d371de678940a81b1fee,55e997f2619d371de678940a81b1fee,Lamp,"Lamp,CeilingLamp,_StanfordSceneDBModels",train,0.031955,0.006349,0.016007,0.65249886,0.16969432999999998,0.65249886
data/shapenetsem_regression/processed/Knife/654ebe35ec5c1cc676b32b03a2729ae2.npz,data/shapenetsem_regression/raw/models-OBJ/models/654ebe35ec5c1cc676b32b03a2729ae2.obj,wss.654ebe35ec5c1cc676b32b03a2729ae2,654ebe35ec5c1cc676b32b03a2729ae2,Knife,"Knife,_StanfordSceneDBModels",train,0.000285,0.000201,0.00593,0.02312162,0.10785597,0.5096712
data/shapenetsem_regression/processed/TrashBin/478405296db4cbd54bee9d180ad875d4.npz,data/shapenetsem_regression/raw/models-OBJ/models/478405296db4cbd54bee9d180ad875d4.obj,wss.478405296db4cbd54bee9d180ad875d4,478405296db4cbd54bee9d180ad875d4,TrashBin,TrashBin,train,0.063187,0.006931,0.111027,0.35609253,0.7920004,0.45739643
data/shapenetsem_regression/processed/ChestOfDrawers/ef2bcdeee31e215d2fc64a9331b7788.npz,data/shapenetsem_regression/raw/models-OBJ/models/ef2bcdeee31e215d2fc64a9331b7788.obj,wss.ef2bcdeee31e215d2fc64a9331b7788,ef2bcdeee31e215d2fc64a9331b7788,ChestOfDrawers,"ChestOfDrawers,DresserWithMirror,Dresser",train,0.329607,0.089327,0.00973,0.9374786,1.6034853000000002,0.49180466000000006
data/shapenetsem_regression/processed/Chair/848427b0dc5d8c4f1783a44a88d6274.npz,data/shapenetsem_regression/raw/models-OBJ/models/848427b0dc5d8c4f1783a44a88d6274.obj,wss.848427b0dc5d8c4f1783a44a88d6274,848427b0dc5d8c4f1783a44a88d6274,Chair,"Chair,SideChair",train,0.027064,0.013114,0.007059,0.6097622,0.9618856,0.62325005
data/shapenetsem_regression/processed/Lamp/2b70bd35951137534316d3320fdfa899.npz,data/shapenetsem_regression/raw/models-OBJ/models/2b70bd35951137534316d3320fdfa899.obj,wss.2b70bd35951137534316d3320fdfa899,2b70bd35951137534316d3320fdfa899,Lamp,"Lamp,FloorLamp",train,0.007575,0.005163,0.058158,0.5864146800000001,1.5630846,0.55635742
data/shapenetsem_regression/processed/Bottle/546111e6869f41aca577e3e5353dd356.npz,data/shapenetsem_regression/raw/models-OBJ/models/546111e6869f41aca577e3e5353dd356.obj,wss.546111e6869f41aca577e3e5353dd356,546111e6869f41aca577e3e5353dd356,Bottle,"Bottle,_StanfordSceneDBModels,_SceneGalleryModels,WineBottle",train,0.002385,0.000336,0.008765,0.10382195,0.3684245,0.10382271
data/shapenetsem_regression/processed/Vase/ad8917f00ede5be5d878ba9ec3c0d6a.npz,data/shapenetsem_regression/raw/models-OBJ/models/ad8917f00ede5be5d878ba9ec3c0d6a.obj,wss.ad8917f00ede5be5d878ba9ec3c0d6a,ad8917f00ede5be5d878ba9ec3c0d6a,Vase,Vase,train,0.022915,0.004806,0.107049,0.31322693,0.6550869,0.34539185000000006
data/shapenetsem_regression/processed/Chair/aab17b1f5ed9535f9d5c4197fab0850d.npz,data/shapenetsem_regression/raw/models-OBJ/models/aab17b1f5ed9535f9d5c4197fab0850d.obj,wss.aab17b1f5ed9535f9d5c4197fab0850d,aab17b1f5ed9535f9d5c4197fab0850d,Chair,Chair,train,0.151029,0.031701,0.049474,0.9303553,1.0341082,0.8170149000000001
data/shapenetsem_regression/processed/TV/149733a616f846a2b661587eebd6c4d7.npz,data/shapenetsem_regression/raw/models-OBJ/models/149733a616f846a2b661587eebd6c4d7.obj,wss.149733a616f846a2b661587eebd6c4d7,149733a616f846a2b661587eebd6c4d7,TV,TV,train,0.064322,0.010364,0.057612,0.9051926400000001,0.6069771,0.16873493
data/shapenetsem_regression/processed/WallArt/6b061bc32ba9ec00c69bc83e7b3e99b4.npz,data/shapenetsem_regression/raw/models-OBJ/models/6b061bc32ba9ec00c69bc83e7b3e99b4.obj,wss.6b061bc32ba9ec00c69bc83e7b3e99b4,6b061bc32ba9ec00c69bc83e7b3e99b4,WallArt,"WallArt,Painting",train,0.014824,0.013435,0.024544,0.8123657,1.278551,0.02620285
data/shapenetsem_regression/processed/TV/26c4b554e25041b8defb2d6276747b70.npz,data/shapenetsem_regression/raw/models-OBJ/models/26c4b554e25041b8defb2d6276747b70.obj,wss.26c4b554e25041b8defb2d6276747b70,26c4b554e25041b8defb2d6276747b70,TV,TV,train,0.176149,0.013745,0.292181,0.8648598,0.57562923,0.37004640000000005
data/shapenetsem_regression/processed/ChestOfDrawers/f39ac6ef2fd25324391e4d6c585a697a.npz,data/shapenetsem_regression/raw/models-OBJ/models/f39ac6ef2fd25324391e4d6c585a697a.obj,wss.f39ac6ef2fd25324391e4d6c585a697a,f39ac6ef2fd25324391e4d6c585a697a,ChestOfDrawers,"ChestOfDrawers,Dresser",train,1.010386,0.259868,0.052605,1.4308147,1.2072499,0.8160115000000001
data/shapenetsem_regression/processed/Chair/ff3a6eb4556b2c0eb04cb542e2c50eb4.npz,data/shapenetsem_regression/raw/models-OBJ/models/ff3a6eb4556b2c0eb04cb542e2c50eb4.obj,wss.ff3a6eb4556b2c0eb04cb542e2c50eb4,ff3a6eb4556b2c0eb04cb542e2c50eb4,Chair,Chair,train,0.034686,0.016331,0.004109,0.8496844,1.16043106,0.7313556
data/shapenetsem_regression/processed/WallArt/c9aeb70c7b8ca6038706922c1df0dc60.npz,data/shapenetsem_regression/raw/models-OBJ/models/c9aeb70c7b8ca6038706922c1df0dc60.obj,wss.c9aeb70c7b8ca6038706922c1df0dc60,c9aeb70c7b8ca6038706922c1df0dc60,WallArt,"WallArt,Painting,_OIMwhitelist",train,0.035486,0.018773,0.021891,0.7539660000000001,1.2407034000000001,0.035789523000000004
data/shapenetsem_regression/processed/Lamp/df82724c7b7ed764fcb8d8c6d4df8143.npz,data/shapenetsem_regression/raw/models-OBJ/models/df82724c7b7ed764fcb8d8c6d4df8143.obj,wss.df82724c7b7ed764fcb8d8c6d4df8143,df82724c7b7ed764fcb8d8c6d4df8143,Lamp,"Lamp,WallLamp",train,0.012089,0.004482,0.011418,0.19447082999999998,1.0369025,0.10448684999999999
data/shapenetsem_regression/processed/Lamp/85b635390f64d31235836c728d324152.npz,data/shapenetsem_regression/raw/models-OBJ/models/85b635390f64d31235836c728d324152.obj,wss.85b635390f64d31235836c728d324152,85b635390f64d31235836c728d324152,Lamp,"Lamp,CeilingLamp",train,0.014291,0.00428,0.003475,0.37392174,0.9287337,0.36369637
data/shapenetsem_regression/processed/CellPhone/63d7e19327f1bca6fbd525df60e2bb14.npz,data/shapenetsem_regression/raw/models-OBJ/models/63d7e19327f1bca6fbd525df60e2bb14.obj,wss.63d7e19327f1bca6fbd525df60e2bb14,63d7e19327f1bca6fbd525df60e2bb14,CellPhone,CellPhone,train,0.000638,0.00019,0.022043,0.20022022,0.17288626,0.0287988
data/shapenetsem_regression/processed/Keyboard/980ea79e2dab7a595f4027209dc8065d.npz,data/shapenetsem_regression/raw/models-OBJ/models/980ea79e2dab7a595f4027209dc8065d.obj,wss.980ea79e2dab7a595f4027209dc8065d,980ea79e2dab7a595f4027209dc8065d,Keyboard,Keyboard,train,0.000771,0.000649,0.016111,0.50771084,0.029977121000000002,0.1408512
data/shapenetsem_regression/processed/TV/10dbd3853ac93147a616caf97d73fa02.npz,data/shapenetsem_regression/raw/models-OBJ/models/10dbd3853ac93147a616caf97d73fa02.obj,wss.10dbd3853ac93147a616caf97d73fa02,10dbd3853ac93147a616caf97d73fa02,TV,TV,train,0.032108,0.007226,0.092906,0.7291145,0.79572586,0.22689133000000003
data/shapenetsem_regression/processed/PottedPlant/f61a766cd84d46a5e88c1d6fc3580355.npz,data/shapenetsem_regression/raw/models-OBJ/models/f61a766cd84d46a5e88c1d6fc3580355.obj,wss.f61a766cd84d46a5e88c1d6fc3580355,f61a766cd84d46a5e88c1d6fc3580355,PottedPlant,PottedPlant,train,0.111938,0.020282,0.248266,0.7351443999999999,0.9050351000000001,0.7351437
data/shapenetsem_regression/processed/Lamp/697a8196c8bda18eb1a8e2b93644a272.npz,data/shapenetsem_regression/raw/models-OBJ/models/697a8196c8bda18eb1a8e2b93644a272.obj,wss.697a8196c8bda18eb1a8e2b93644a272,697a8196c8bda18eb1a8e2b93644a272,Lamp,"Lamp,FloorLamp",train,0.0059,0.009482,0.024813,0.51175323,1.6040666,0.51175278
data/shapenetsem_regression/processed/Couch/31b5cb5dfaa253b3df85db41e3677c28.npz,data/shapenetsem_regression/raw/models-OBJ/models/31b5cb5dfaa253b3df85db41e3677c28.obj,wss.31b5cb5dfaa253b3df85db41e3677c28,31b5cb5dfaa253b3df85db41e3677c28,Couch,Couch,train,0.844627,0.182375,0.003501,2.1864139000000002,0.71983826,0.8855547
data/shapenetsem_regression/processed/Microwave/86bda959021c63b48242cb5dc48c7177.npz,data/shapenetsem_regression/raw/models-OBJ/models/86bda959021c63b48242cb5dc48c7177.obj,wss.86bda959021c63b48242cb5dc48c7177,86bda959021c63b48242cb5dc48c7177,Microwave,Microwave,train,0.181158,0.011629,0.43672,0.759138,0.4175259,0.5693535200000001
data/shapenetsem_regression/processed/Lamp/680e5d7185a51e26a50ffe9b7408540a.npz,data/shapenetsem_regression/raw/models-OBJ/models/680e5d7185a51e26a50ffe9b7408540a.obj,wss.680e5d7185a51e26a50ffe9b7408540a,680e5d7185a51e26a50ffe9b7408540a,Lamp,"Lamp,DeskLamp",train,0.001536,0.000777,0.002512,0.1766151,0.6352138500000001,0.5895958
data/shapenetsem_regression/processed/Couch/e03c28dbfe1f2d9638bb8355830240f9.npz,data/shapenetsem_regression/raw/models-OBJ/models/e03c28dbfe1f2d9638bb8355830240f9.obj,wss.e03c28dbfe1f2d9638bb8355830240f9,e03c28dbfe1f2d9638bb8355830240f9,Couch,"Couch,_AttributesTrain",train,0.659412,0.128409,0.00866,2.2119469,0.6725570000000001,0.8504045000000001
data/shapenetsem_regression/processed/ChestOfDrawers/cece5afa11b5ea16d2096b2fa6f98cc7.npz,data/shapenetsem_regression/raw/models-OBJ/models/cece5afa11b5ea16d2096b2fa6f98cc7.obj,wss.cece5afa11b5ea16d2096b2fa6f98cc7,cece5afa11b5ea16d2096b2fa6f98cc7,ChestOfDrawers,"ChestOfDrawers,Dresser,_AttributesTrain",train,0.443093,0.121272,0.012843,1.6862567000000002,1.01316505,0.54826294
data/shapenetsem_regression/processed/Lamp/f4db9c55f72edb36ad0d9196eb691e00.npz,data/shapenetsem_regression/raw/models-OBJ/models/f4db9c55f72edb36ad0d9196eb691e00.obj,wss.f4db9c55f72edb36ad0d9196eb691e00,f4db9c55f72edb36ad0d9196eb691e00,Lamp,"Lamp,CeilingLamp",train,0.003482,0.001889,0.005782,0.50508255,0.7399762,0.5763591
data/shapenetsem_regression/processed/Lamp/e685cd3f7a980812e94026ea66f4d4bb.npz,data/shapenetsem_regression/raw/models-OBJ/models/e685cd3f7a980812e94026ea66f4d4bb.obj,wss.e685cd3f7a980812e94026ea66f4d4bb,e685cd3f7a980812e94026ea66f4d4bb,Lamp,"Lamp,FloorLamp",train,0.043495,0.016065,0.024439,0.73976814,1.4632805,0.6406574
data/shapenetsem_regression/processed/Computer/334aab63b7a910bd67029e7475d6635f.npz,data/shapenetsem_regression/raw/models-OBJ/models/334aab63b7a910bd67029e7475d6635f.obj,wss.334aab63b7a910bd67029e7475d6635f,334aab63b7a910bd67029e7475d6635f,Computer,"Computer,Desktop",train,0.055304,0.00852,0.016282,0.22655746000000002,0.53614693,0.54626083
data/shapenetsem_regression/processed/CellPhone/9b3ceb20bc6037d3168540475994a324.npz,data/shapenetsem_regression/raw/models-OBJ/models/9b3ceb20bc6037d3168540475994a324.obj,wss.9b3ceb20bc6037d3168540475994a324,9b3ceb20bc6037d3168540475994a324,CellPhone,CellPhone,train,0.0007,0.000136,0.019469,0.1013675,0.24420298,0.029949484000000002
data/shapenetsem_regression/processed/Chair/11358c94662a68117e66b3e5c11f24d4.npz,data/shapenetsem_regression/raw/models-OBJ/models/11358c94662a68117e66b3e5c11f24d4.obj,wss.11358c94662a68117e66b3e5c11f24d4,11358c94662a68117e66b3e5c11f24d4,Chair,"Chair,OfficeChair",train,0.022721,0.016376,0.008557,0.7489104000000001,0.9667563,0.7123781
data/shapenetsem_regression/processed/_StanfordSceneDBModels/8824ac5d1d34309794247f03639516c.npz,data/shapenetsem_regression/raw/models-OBJ/models/8824ac5d1d34309794247f03639516c.obj,wss.8824ac5d1d34309794247f03639516c,8824ac5d1d34309794247f03639516c,_StanfordSceneDBModels,"_StanfordSceneDBModels,Plate,_OIMwhitelist",train,0.000198,0.000198,0.054534,0.31231775,0.006634096000000001,0.31231775
data/shapenetsem_regression/processed/Couch/ad274aa281d74c7d78e2b63e72b94e04.npz,data/shapenetsem_regression/raw/models-OBJ/models/ad274aa281d74c7d78e2b63e72b94e04.obj,wss.ad274aa281d74c7d78e2b63e72b94e04,ad274aa281d74c7d78e2b63e72b94e04,Couch,"Couch,Loveseat",train,0.544228,0.153136,0.320724,1.8679416,0.9163733000000001,0.8069502000000001
data/shapenetsem_regression/processed/Lamp/2c0177660b7ecc915c118a000b931714.npz,data/shapenetsem_regression/raw/models-OBJ/models/2c0177660b7ecc915c118a000b931714.obj,wss.2c0177660b7ecc915c118a000b931714,2c0177660b7ecc915c118a000b931714,Lamp,"Lamp,TableLamp",train,0.038128,0.006451,0.12203,0.30266796,0.6441834000000001,0.39498703
data/shapenetsem_regression/processed/Couch/5cea034b028af000c2843529921f9ad7.npz,data/shapenetsem_regression/raw/models-OBJ/models/5cea034b028af000c2843529921f9ad7.obj,wss.5cea034b028af000c2843529921f9ad7,5cea034b028af000c2843529921f9ad7,Couch,Couch,train,0.561142,0.147573,0.026128,2.0001949,0.54991646,1.3285495
data/shapenetsem_regression/processed/Vase/e54d94d05be8294235836c728d324152.npz,data/shapenetsem_regression/raw/models-OBJ/models/e54d94d05be8294235836c728d324152.obj,wss.e54d94d05be8294235836c728d324152,e54d94d05be8294235836c728d324152,Vase,Vase,train,0.045453,0.002243,0.009723,0.47169006,0.44906864,0.47169020000000006
data/shapenetsem_regression/processed/Lamp/b73125926c6f39c61b02cde7e81f0fc3.npz,data/shapenetsem_regression/raw/models-OBJ/models/b73125926c6f39c61b02cde7e81f0fc3.obj,wss.b73125926c6f39c61b02cde7e81f0fc3,b73125926c6f39c61b02cde7e81f0fc3,Lamp,"Lamp,FloorLamp",train,0.035078,0.010395,0.005578,0.3469014,1.6899092,0.3469014
data/shapenetsem_regression/processed/Chair/3c9747ff49d0da71f91663a74ccd2338.npz,data/shapenetsem_regression/raw/models-OBJ/models/3c9747ff49d0da71f91663a74ccd2338.obj,wss.3c9747ff49d0da71f91663a74ccd2338,3c9747ff49d0da71f91663a74ccd2338,Chair,"Chair,OfficeSideChair,_AttributesTrain",train,0.02997,0.017143,0.004506,0.76574776,1.15856155,0.81978096
data/shapenetsem_regression/processed/Desk/822688a303b7c9d0d6944324b21393b5.npz,data/shapenetsem_regression/raw/models-OBJ/models/822688a303b7c9d0d6944324b21393b5.obj,wss.822688a303b7c9d0d6944324b21393b5,822688a303b7c9d0d6944324b21393b5,Desk,Desk,train,0.027259,0.025503,0.003529,1.4370705000000001,0.5086914,0.5960238600000001
data/shapenetsem_regression/processed/ChestOfDrawers/af4372f3d97161b135a111c0481a18d6.npz,data/shapenetsem_regression/raw/models-OBJ/models/af4372f3d97161b135a111c0481a18d6.obj,wss.af4372f3d97161b135a111c0481a18d6,af4372f3d97161b135a111c0481a18d6,ChestOfDrawers,"ChestOfDrawers,Nightstand,_OIMwhitelist",train,0.064501,0.020267,0.044615,0.58941162,0.6086327,0.62222664
data/shapenetsem_regression/processed/ChestOfDrawers/faf462a8b5d9bc45eadc9f074ecd1df1.npz,data/shapenetsem_regression/raw/models-OBJ/models/faf462a8b5d9bc45eadc9f074ecd1df1.obj,wss.faf462a8b5d9bc45eadc9f074ecd1df1,faf462a8b5d9bc45eadc9f074ecd1df1,ChestOfDrawers,"ChestOfDrawers,Dresser,DresserWithMirror",train,0.195556,0.094122,0.012761,0.81072296,1.6696175,0.49694656000000004
data/shapenetsem_regression/processed/Bookcase/6f4685cf9556448b658eaa2d2f4e61b2.npz,data/shapenetsem_regression/raw/models-OBJ/models/6f4685cf9556448b658eaa2d2f4e61b2.obj,wss.6f4685cf9556448b658eaa2d2f4e61b2,6f4685cf9556448b658eaa2d2f4e61b2,Bookcase,"Bookcase,4Shelves",train,0.042809,0.026815,0.001135,0.9093323,0.9643418,0.20207352
data/shapenetsem_regression/processed/MediaStorage/1a46011ef7d2230785b479b317175b55.npz,data/shapenetsem_regression/raw/models-OBJ/models/1a46011ef7d2230785b479b317175b55.obj,wss.1a46011ef7d2230785b479b317175b55,1a46011ef7d2230785b479b317175b55,MediaStorage,"MediaStorage,TvStand,_OIMwhitelist",train,0.548287,0.110599,0.018622,1.3639436,0.8023201000000001,0.58170208
data/shapenetsem_regression/processed/Computer/a63d286a03f13b834fb1d9a9b8854179.npz,data/shapenetsem_regression/raw/models-OBJ/models/a63d286a03f13b834fb1d9a9b8854179.obj,wss.a63d286a03f13b834fb1d9a9b8854179,a63d286a03f13b834fb1d9a9b8854179,Computer,"Computer,Laptop",train,0.00228,0.00188,0.104005,0.47925293,0.26795252,0.329756
data/shapenetsem_regression/processed/ToiletPaper/accc37f006d7409d42428dd46e9da8.npz,data/shapenetsem_regression/raw/models-OBJ/models/accc37f006d7409d42428dd46e9da8.obj,wss.accc37f006d7409d42428dd46e9da8,accc37f006d7409d42428dd46e9da8,ToiletPaper,ToiletPaper,train,0.008993,0.001071,0.000898,0.37975192999999996,0.29943947000000004,0.2010057
data/shapenetsem_regression/processed/Lamp/7f87c2d69678e4b786f83b8ca78f942f.npz,data/shapenetsem_regression/raw/models-OBJ/models/7f87c2d69678e4b786f83b8ca78f942f.obj,wss.7f87c2d69678e4b786f83b8ca78f942f,7f87c2d69678e4b786f83b8ca78f942f,Lamp,"Lamp,DeskLamp",train,0.002409,0.00105,0.040439,0.16314463,0.656769,0.6520302
data/shapenetsem_regression/processed/Gun/83e9b444f0c80f1b984073992e3ee8e4.npz,data/shapenetsem_regression/raw/models-OBJ/models/83e9b444f0c80f1b984073992e3ee8e4.obj,wss.83e9b444f0c80f1b984073992e3ee8e4,83e9b444f0c80f1b984073992e3ee8e4,Gun,Gun,train,0.017606,0.00645,0.001575,0.12022655500000001,0.41686259999999997,1.0831708
data/shapenetsem_regression/processed/Monitor/3766aba5374c1cd6c4298a781b60120f.npz,data/shapenetsem_regression/raw/models-OBJ/models/3766aba5374c1cd6c4298a781b60120f.obj,wss.3766aba5374c1cd6c4298a781b60120f,3766aba5374c1cd6c4298a781b60120f,Monitor,Monitor,train,0.026639,0.007364,0.098182,0.7840161999999999,0.56369915,0.20876965
